Averaging Time (tau),Allan Deviation
162.53,0.000590056
162.54,0.000590059
162.55,0.000590062
162.56,0.000590065
162.57,0.000590068
162.58,0.000590071
162.59,0.000590074
162.6,0.000590078
162.61,0.000590081
162.62,0.000590084
162.63,0.000590087
162.64,0.00059009
162.65,0.000590093
162.66,0.000590096
162.67,0.000590099
162.68,0.000590102
162.69,0.000590106
162.7,0.000590109
162.71,0.000590112
162.72,0.000590115
162.73,0.000590118
162.74,0.000590121
162.75,0.000590124
162.76,0.000590127
162.77,0.000590131
162.78,0.000590134
162.79,0.000590137
162.8,0.00059014
162.81,0.000590143
162.82,0.000590146
162.83,0.000590149
162.84,0.000590152
162.85,0.000590155
162.86,0.000590159
162.87,0.000590162
162.88,0.000590165
162.89,0.000590168
162.9,0.000590171
162.91,0.000590174
162.92,0.000590177
162.93,0.00059018
162.94,0.000590183
162.95,0.000590186
162.96,0.00059019
162.97,0.000590193
162.98,0.000590196
162.99,0.000590199
163,0.000590202
163.01,0.000590205
163.02,0.000590208
163.03,0.000590211
163.04,0.000590214
163.05,0.000590217
163.06,0.00059022
163.07,0.000590223
163.08,0.000590226
163.09,0.00059023
163.1,0.000590233
163.11,0.000590236
163.12,0.000590239
163.13,0.000590242
163.14,0.000590245
163.15,0.000590248
163.16,0.000590251
163.17,0.000590254
163.18,0.000590257
163.19,0.00059026
163.2,0.000590263
163.21,0.000590266
163.22,0.000590269
163.23,0.000590272
163.24,0.000590275
163.25,0.000590278
163.26,0.000590281
163.27,0.000590284
163.28,0.000590287
163.29,0.00059029
163.3,0.000590293
163.31,0.000590296
163.32,0.000590299
163.33,0.000590302
163.34,0.000590305
163.35,0.000590308
163.36,0.000590311
163.37,0.000590314
163.38,0.000590317
163.39,0.00059032
163.4,0.000590323
163.41,0.000590326
163.42,0.000590329
163.43,0.000590331
163.44,0.000590334
163.45,0.000590337
163.46,0.00059034
163.47,0.000590343
163.48,0.000590346
163.49,0.000590349
163.5,0.000590352
163.51,0.000590355
163.52,0.000590358
163.53,0.000590361
163.54,0.000590364
163.55,0.000590367
163.56,0.00059037
163.57,0.000590373
163.58,0.000590376
163.59,0.000590378
163.6,0.000590381
163.61,0.000590384
163.62,0.000590387
163.63,0.00059039
163.64,0.000590393
163.65,0.000590396
163.66,0.000590399
163.67,0.000590402
163.68,0.000590405
163.69,0.000590408
163.7,0.000590411
163.71,0.000590414
163.72,0.000590417
163.73,0.00059042
163.74,0.000590423
163.75,0.000590425
163.76,0.000590428
163.77,0.000590431
163.78,0.000590434
163.79,0.000590437
163.8,0.00059044
163.81,0.000590443
163.82,0.000590446
163.83,0.000590449
163.84,0.000590452
163.85,0.000590455
163.86,0.000590458
163.87,0.000590461
163.88,0.000590463
163.89,0.000590466
163.9,0.000590469
163.91,0.000590472
163.92,0.000590475
163.93,0.000590478
163.94,0.000590481
163.95,0.000590484
163.96,0.000590487
163.97,0.00059049
163.98,0.000590493
163.99,0.000590496
164,0.000590499
164.01,0.000590502
164.02,0.000590505
164.03,0.000590508
164.04,0.00059051
164.05,0.000590513
164.06,0.000590516
164.07,0.000590519
164.08,0.000590522
164.09,0.000590525
164.1,0.000590528
164.11,0.000590531
164.12,0.000590534
164.13,0.000590537
164.14,0.00059054
164.15,0.000590543
164.16,0.000590546
164.17,0.000590549
164.18,0.000590552
164.19,0.000590554
164.2,0.000590557
164.21,0.00059056
164.22,0.000590563
164.23,0.000590566
164.24,0.000590569
164.25,0.000590572
164.26,0.000590575
164.27,0.000590578
164.28,0.000590581
164.29,0.000590584
164.3,0.000590587
164.31,0.00059059
164.32,0.000590593
164.33,0.000590596
164.34,0.000590599
164.35,0.000590601
164.36,0.000590604
164.37,0.000590607
164.38,0.00059061
164.39,0.000590613
164.4,0.000590616
164.41,0.000590619
164.42,0.000590622
164.43,0.000590625
164.44,0.000590628
164.45,0.000590631
164.46,0.000590634
164.47,0.000590637
164.48,0.00059064
164.49,0.000590643
164.5,0.000590646
164.51,0.000590649
164.52,0.000590652
164.53,0.000590655
164.54,0.000590658
164.55,0.000590661
164.56,0.000590664
164.57,0.000590667
164.58,0.00059067
164.59,0.000590673
164.6,0.000590676
164.61,0.000590679
164.62,0.000590682
164.63,0.000590685
164.64,0.000590687
164.65,0.00059069
164.66,0.000590693
164.67,0.000590696
164.68,0.000590699
164.69,0.000590702
164.7,0.000590705
164.71,0.000590708
164.72,0.000590711
164.73,0.000590714
164.74,0.000590717
164.75,0.00059072
164.76,0.000590723
164.77,0.000590726
164.78,0.000590729
164.79,0.000590732
164.8,0.000590735
164.81,0.000590738
164.82,0.000590741
164.83,0.000590744
164.84,0.000590747
164.85,0.00059075
164.86,0.000590753
164.87,0.000590756
164.88,0.000590759
164.89,0.000590762
164.9,0.000590765
164.91,0.000590768
164.92,0.000590771
164.93,0.000590774
164.94,0.000590777
164.95,0.00059078
164.96,0.000590783
164.97,0.000590786
164.98,0.000590789
164.99,0.000590792
165,0.000590795
165.01,0.000590798
165.02,0.000590801
165.03,0.000590804
165.04,0.000590807
165.05,0.00059081
165.06,0.000590813
165.07,0.000590816
165.08,0.000590819
165.09,0.000590822
165.1,0.000590825
165.11,0.000590828
165.12,0.000590831
165.13,0.000590834
165.14,0.000590837
165.15,0.00059084
165.16,0.000590843
165.17,0.000590846
165.18,0.000590849
165.19,0.000590852
165.2,0.000590855
165.21,0.000590858
165.22,0.000590861
165.23,0.000590864
165.24,0.000590868
165.25,0.000590871
165.26,0.000590874
165.27,0.000590877
165.28,0.00059088
165.29,0.000590883
165.3,0.000590886
165.31,0.000590889
165.32,0.000590892
165.33,0.000590895
165.34,0.000590898
165.35,0.000590901
165.36,0.000590904
165.37,0.000590907
165.38,0.00059091
165.39,0.000590913
165.4,0.000590916
165.41,0.000590919
165.42,0.000590923
165.43,0.000590926
165.44,0.000590929
165.45,0.000590932
165.46,0.000590935
165.47,0.000590938
165.48,0.000590941
165.49,0.000590944
165.5,0.000590947
165.51,0.00059095
165.52,0.000590953
165.53,0.000590957
165.54,0.00059096
165.55,0.000590963
165.56,0.000590966
165.57,0.000590969
165.58,0.000590972
165.59,0.000590975
165.6,0.000590978
165.61,0.000590981
165.62,0.000590985
165.63,0.000590988
165.64,0.000590991
165.65,0.000590994
165.66,0.000590997
165.67,0.000591
165.68,0.000591003
165.69,0.000591007
165.7,0.00059101
165.71,0.000591013
165.72,0.000591016
165.73,0.000591019
165.74,0.000591022
165.75,0.000591025
165.76,0.000591029
165.77,0.000591032
165.78,0.000591035
165.79,0.000591038
165.8,0.000591041
165.81,0.000591044
165.82,0.000591047
165.83,0.00059105
165.84,0.000591054
165.85,0.000591057
165.86,0.00059106
165.87,0.000591063
165.88,0.000591066
165.89,0.000591069
165.9,0.000591072
165.91,0.000591076
165.92,0.000591079
165.93,0.000591082
165.94,0.000591085
165.95,0.000591088
165.96,0.000591091
165.97,0.000591094
165.98,0.000591098
165.99,0.000591101
166,0.000591104
166.01,0.000591107
166.02,0.00059111
166.03,0.000591113
166.04,0.000591116
166.05,0.000591119
166.06,0.000591122
166.07,0.000591126
166.08,0.000591129
166.09,0.000591132
166.1,0.000591135
166.11,0.000591138
166.12,0.000591141
166.13,0.000591144
166.14,0.000591148
166.15,0.000591151
166.16,0.000591154
166.17,0.000591157
166.18,0.00059116
166.19,0.000591163
166.2,0.000591166
166.21,0.000591169
166.22,0.000591173
166.23,0.000591176
166.24,0.000591179
166.25,0.000591182
166.26,0.000591185
166.27,0.000591188
166.28,0.000591191
166.29,0.000591195
166.3,0.000591198
166.31,0.000591201
166.32,0.000591204
166.33,0.000591207
166.34,0.00059121
166.35,0.000591213
166.36,0.000591216
166.37,0.000591219
166.38,0.000591223
166.39,0.000591226
166.4,0.000591229
166.41,0.000591232
166.42,0.000591235
166.43,0.000591238
166.44,0.000591241
166.45,0.000591244
166.46,0.000591247
166.47,0.00059125
166.48,0.000591254
166.49,0.000591257
166.5,0.00059126
166.51,0.000591263
166.52,0.000591266
166.53,0.000591269
166.54,0.000591272
166.55,0.000591275
166.56,0.000591278
166.57,0.000591281
166.58,0.000591284
166.59,0.000591288
166.6,0.000591291
166.61,0.000591294
166.62,0.000591297
166.63,0.0005913
166.64,0.000591303
166.65,0.000591306
166.66,0.000591309
166.67,0.000591312
166.68,0.000591315
166.69,0.000591318
166.7,0.000591322
166.71,0.000591325
166.72,0.000591328
166.73,0.000591331
166.74,0.000591334
166.75,0.000591337
166.76,0.00059134
166.77,0.000591343
166.78,0.000591346
166.79,0.000591349
166.8,0.000591352
166.81,0.000591356
166.82,0.000591359
166.83,0.000591362
166.84,0.000591365
166.85,0.000591368
166.86,0.000591371
166.87,0.000591374
166.88,0.000591377
166.89,0.00059138
166.9,0.000591383
166.91,0.000591386
166.92,0.000591389
166.93,0.000591393
166.94,0.000591396
166.95,0.000591399
166.96,0.000591402
166.97,0.000591405
166.98,0.000591408
166.99,0.000591411
167,0.000591414
167.01,0.000591417
167.02,0.000591421
167.03,0.000591424
167.04,0.000591427
167.05,0.00059143
167.06,0.000591433
167.07,0.000591436
167.08,0.000591439
167.09,0.000591442
167.1,0.000591446
167.11,0.000591449
167.12,0.000591452
167.13,0.000591455
167.14,0.000591458
167.15,0.000591461
167.16,0.000591464
167.17,0.000591467
167.18,0.000591471
167.19,0.000591474
167.2,0.000591477
167.21,0.00059148
167.22,0.000591483
167.23,0.000591486
167.24,0.000591489
167.25,0.000591493
167.26,0.000591496
167.27,0.000591499
167.28,0.000591502
167.29,0.000591505
167.3,0.000591508
167.31,0.000591511
167.32,0.000591515
167.33,0.000591518
167.34,0.000591521
167.35,0.000591524
167.36,0.000591527
167.37,0.00059153
167.38,0.000591533
167.39,0.000591537
167.4,0.00059154
167.41,0.000591543
167.42,0.000591546
167.43,0.000591549
167.44,0.000591552
167.45,0.000591556
167.46,0.000591559
167.47,0.000591562
167.48,0.000591565
167.49,0.000591568
167.5,0.000591571
167.51,0.000591575
167.52,0.000591578
167.53,0.000591581
167.54,0.000591584
167.55,0.000591587
167.56,0.00059159
167.57,0.000591594
167.58,0.000591597
167.59,0.0005916
167.6,0.000591603
167.61,0.000591606
167.62,0.00059161
167.63,0.000591613
167.64,0.000591616
167.65,0.000591619
167.66,0.000591622
167.67,0.000591626
167.68,0.000591629
167.69,0.000591632
167.7,0.000591635
167.71,0.000591638
167.72,0.000591642
167.73,0.000591645
167.74,0.000591648
167.75,0.000591651
167.76,0.000591654
167.77,0.000591658
167.78,0.000591661
167.79,0.000591664
167.8,0.000591667
167.81,0.00059167
167.82,0.000591674
167.83,0.000591677
167.84,0.00059168
167.85,0.000591683
167.86,0.000591687
167.87,0.00059169
167.88,0.000591693
167.89,0.000591696
167.9,0.0005917
167.91,0.000591703
167.92,0.000591706
167.93,0.000591709
167.94,0.000591713
167.95,0.000591716
167.96,0.000591719
167.97,0.000591722
167.98,0.000591725
167.99,0.000591729
168,0.000591732
168.01,0.000591735
168.02,0.000591738
168.03,0.000591742
168.04,0.000591745
168.05,0.000591748
168.06,0.000591752
168.07,0.000591755
168.08,0.000591758
168.09,0.000591761
168.1,0.000591765
168.11,0.000591768
168.12,0.000591771
168.13,0.000591774
168.14,0.000591778
168.15,0.000591781
168.16,0.000591784
168.17,0.000591788
168.18,0.000591791
168.19,0.000591794
168.2,0.000591797
168.21,0.000591801
168.22,0.000591804
168.23,0.000591807
168.24,0.000591811
168.25,0.000591814
168.26,0.000591817
168.27,0.00059182
168.28,0.000591824
168.29,0.000591827
168.3,0.00059183
168.31,0.000591834
168.32,0.000591837
168.33,0.00059184
168.34,0.000591843
168.35,0.000591847
168.36,0.00059185
168.37,0.000591853
168.38,0.000591857
168.39,0.00059186
168.4,0.000591863
168.41,0.000591867
168.42,0.00059187
168.43,0.000591873
168.44,0.000591876
168.45,0.00059188
168.46,0.000591883
168.47,0.000591886
168.48,0.00059189
168.49,0.000591893
168.5,0.000591896
168.51,0.0005919
168.52,0.000591903
168.53,0.000591906
168.54,0.00059191
168.55,0.000591913
168.56,0.000591916
168.57,0.00059192
168.58,0.000591923
168.59,0.000591926
168.6,0.000591929
168.61,0.000591933
168.62,0.000591936
168.63,0.000591939
168.64,0.000591943
168.65,0.000591946
168.66,0.000591949
168.67,0.000591953
168.68,0.000591956
168.69,0.000591959
168.7,0.000591962
168.71,0.000591966
168.72,0.000591969
168.73,0.000591972
168.74,0.000591976
168.75,0.000591979
168.76,0.000591982
168.77,0.000591986
168.78,0.000591989
168.79,0.000591992
168.8,0.000591995
168.81,0.000591999
168.82,0.000592002
168.83,0.000592005
168.84,0.000592009
168.85,0.000592012
168.86,0.000592015
168.87,0.000592019
168.88,0.000592022
168.89,0.000592025
168.9,0.000592029
168.91,0.000592032
168.92,0.000592035
168.93,0.000592039
168.94,0.000592042
168.95,0.000592045
168.96,0.000592048
168.97,0.000592052
168.98,0.000592055
168.99,0.000592058
169,0.000592062
169.01,0.000592065
169.02,0.000592068
169.03,0.000592072
169.04,0.000592075
169.05,0.000592078
169.06,0.000592082
169.07,0.000592085
169.08,0.000592088
169.09,0.000592092
169.1,0.000592095
169.11,0.000592098
169.12,0.000592102
169.13,0.000592105
169.14,0.000592108
169.15,0.000592112
169.16,0.000592115
169.17,0.000592118
169.18,0.000592122
169.19,0.000592125
169.2,0.000592128
169.21,0.000592132
169.22,0.000592135
169.23,0.000592138
169.24,0.000592142
169.25,0.000592145
169.26,0.000592148
169.27,0.000592152
169.28,0.000592155
169.29,0.000592158
169.3,0.000592161
169.31,0.000592165
169.32,0.000592168
169.33,0.000592171
169.34,0.000592175
169.35,0.000592178
169.36,0.000592181
169.37,0.000592185
169.38,0.000592188
169.39,0.000592191
169.4,0.000592195
169.41,0.000592198
169.42,0.000592201
169.43,0.000592205
169.44,0.000592208
169.45,0.000592212
169.46,0.000592215
169.47,0.000592218
169.48,0.000592222
169.49,0.000592225
169.5,0.000592228
169.51,0.000592232
169.52,0.000592235
169.53,0.000592238
169.54,0.000592242
169.55,0.000592245
169.56,0.000592249
169.57,0.000592252
169.58,0.000592255
169.59,0.000592259
169.6,0.000592262
169.61,0.000592265
169.62,0.000592269
169.63,0.000592272
169.64,0.000592275
169.65,0.000592279
169.66,0.000592282
169.67,0.000592286
169.68,0.000592289
169.69,0.000592292
169.7,0.000592296
169.71,0.000592299
169.72,0.000592303
169.73,0.000592306
169.74,0.000592309
169.75,0.000592313
169.76,0.000592316
169.77,0.00059232
169.78,0.000592323
169.79,0.000592326
169.8,0.00059233
169.81,0.000592333
169.82,0.000592337
169.83,0.00059234
169.84,0.000592344
169.85,0.000592347
169.86,0.000592351
169.87,0.000592354
169.88,0.000592357
169.89,0.000592361
169.9,0.000592364
169.91,0.000592368
169.92,0.000592371
169.93,0.000592375
169.94,0.000592378
169.95,0.000592382
169.96,0.000592385
169.97,0.000592388
169.98,0.000592392
169.99,0.000592395
170,0.000592399
170.01,0.000592402
170.02,0.000592406
170.03,0.000592409
170.04,0.000592413
170.05,0.000592416
170.06,0.00059242
170.07,0.000592423
170.08,0.000592426
170.09,0.00059243
170.1,0.000592433
170.11,0.000592437
170.12,0.00059244
170.13,0.000592444
170.14,0.000592447
170.15,0.000592451
170.16,0.000592454
170.17,0.000592458
170.18,0.000592461
170.19,0.000592465
170.2,0.000592468
170.21,0.000592472
170.22,0.000592475
170.23,0.000592479
170.24,0.000592482
170.25,0.000592486
170.26,0.000592489
170.27,0.000592493
170.28,0.000592496
170.29,0.0005925
170.3,0.000592504
170.31,0.000592507
170.32,0.000592511
170.33,0.000592514
170.34,0.000592518
170.35,0.000592521
170.36,0.000592525
170.37,0.000592528
170.38,0.000592532
170.39,0.000592535
170.4,0.000592539
170.41,0.000592542
170.42,0.000592546
170.43,0.00059255
170.44,0.000592553
170.45,0.000592557
170.46,0.00059256
170.47,0.000592564
170.48,0.000592567
170.49,0.000592571
170.5,0.000592575
170.51,0.000592578
170.52,0.000592582
170.53,0.000592585
170.54,0.000592589
170.55,0.000592592
170.56,0.000592596
170.57,0.0005926
170.58,0.000592603
170.59,0.000592607
170.6,0.00059261
170.61,0.000592614
170.62,0.000592618
170.63,0.000592621
170.64,0.000592625
170.65,0.000592628
170.66,0.000592632
170.67,0.000592635
170.68,0.000592639
170.69,0.000592643
170.7,0.000592646
170.71,0.00059265
170.72,0.000592654
170.73,0.000592657
170.74,0.000592661
170.75,0.000592664
170.76,0.000592668
170.77,0.000592672
170.78,0.000592675
170.79,0.000592679
170.8,0.000592683
170.81,0.000592686
170.82,0.00059269
170.83,0.000592693
170.84,0.000592697
170.85,0.000592701
170.86,0.000592704
170.87,0.000592708
170.88,0.000592712
170.89,0.000592715
170.9,0.000592719
170.91,0.000592723
170.92,0.000592726
170.93,0.00059273
170.94,0.000592734
170.95,0.000592737
170.96,0.000592741
170.97,0.000592745
170.98,0.000592748
170.99,0.000592752
171,0.000592756
171.01,0.000592759
171.02,0.000592763
171.03,0.000592767
171.04,0.00059277
171.05,0.000592774
171.06,0.000592778
171.07,0.000592781
171.08,0.000592785
171.09,0.000592789
171.1,0.000592792
171.11,0.000592796
171.12,0.0005928
171.13,0.000592804
171.14,0.000592807
171.15,0.000592811
171.16,0.000592815
171.17,0.000592818
171.18,0.000592822
171.19,0.000592826
171.2,0.00059283
171.21,0.000592833
171.22,0.000592837
171.23,0.000592841
171.24,0.000592845
171.25,0.000592848
171.26,0.000592852
171.27,0.000592856
171.28,0.00059286
171.29,0.000592863
171.3,0.000592867
171.31,0.000592871
171.32,0.000592875
171.33,0.000592878
171.34,0.000592882
171.35,0.000592886
171.36,0.00059289
171.37,0.000592893
171.38,0.000592897
171.39,0.000592901
171.4,0.000592905
171.41,0.000592908
171.42,0.000592912
171.43,0.000592916
171.44,0.00059292
171.45,0.000592924
171.46,0.000592927
171.47,0.000592931
171.48,0.000592935
171.49,0.000592939
171.5,0.000592942
171.51,0.000592946
171.52,0.00059295
171.53,0.000592954
171.54,0.000592958
171.55,0.000592962
171.56,0.000592965
171.57,0.000592969
171.58,0.000592973
171.59,0.000592977
171.6,0.000592981
171.61,0.000592984
171.62,0.000592988
171.63,0.000592992
171.64,0.000592996
171.65,0.000593
171.66,0.000593004
171.67,0.000593008
171.68,0.000593011
171.69,0.000593015
171.7,0.000593019
171.71,0.000593023
171.72,0.000593027
171.73,0.000593031
171.74,0.000593035
171.75,0.000593038
171.76,0.000593042
171.77,0.000593046
171.78,0.00059305
171.79,0.000593054
171.8,0.000593058
171.81,0.000593062
171.82,0.000593066
171.83,0.000593069
171.84,0.000593073
171.85,0.000593077
171.86,0.000593081
171.87,0.000593085
171.88,0.000593089
171.89,0.000593093
171.9,0.000593097
171.91,0.000593101
171.92,0.000593105
171.93,0.000593109
171.94,0.000593113
171.95,0.000593117
171.96,0.00059312
171.97,0.000593124
171.98,0.000593128
171.99,0.000593132
172,0.000593136
172.01,0.00059314
172.02,0.000593144
172.03,0.000593148
172.04,0.000593152
172.05,0.000593156
172.06,0.00059316
172.07,0.000593164
172.08,0.000593168
172.09,0.000593172
172.1,0.000593176
172.11,0.00059318
172.12,0.000593184
172.13,0.000593188
172.14,0.000593192
172.15,0.000593196
172.16,0.0005932
172.17,0.000593204
172.18,0.000593208
172.19,0.000593212
172.2,0.000593216
172.21,0.00059322
172.22,0.000593224
172.23,0.000593228
172.24,0.000593232
172.25,0.000593237
172.26,0.000593241
172.27,0.000593245
172.28,0.000593249
172.29,0.000593253
172.3,0.000593257
172.31,0.000593261
172.32,0.000593265
172.33,0.000593269
172.34,0.000593273
172.35,0.000593277
172.36,0.000593281
172.37,0.000593285
172.38,0.000593289
172.39,0.000593293
172.4,0.000593297
172.41,0.000593302
172.42,0.000593306
172.43,0.00059331
172.44,0.000593314
172.45,0.000593318
172.46,0.000593322
172.47,0.000593326
172.48,0.00059333
172.49,0.000593334
172.5,0.000593339
172.51,0.000593343
172.52,0.000593347
172.53,0.000593351
172.54,0.000593355
172.55,0.000593359
172.56,0.000593363
172.57,0.000593367
172.58,0.000593372
172.59,0.000593376
172.6,0.00059338
172.61,0.000593384
172.62,0.000593388
172.63,0.000593392
172.64,0.000593397
172.65,0.000593401
172.66,0.000593405
172.67,0.000593409
172.68,0.000593413
172.69,0.000593417
172.7,0.000593422
172.71,0.000593426
172.72,0.00059343
172.73,0.000593434
172.74,0.000593439
172.75,0.000593443
172.76,0.000593447
172.77,0.000593451
172.78,0.000593455
172.79,0.00059346
172.8,0.000593464
172.81,0.000593468
172.82,0.000593472
172.83,0.000593477
172.84,0.000593481
172.85,0.000593485
172.86,0.000593489
172.87,0.000593494
172.88,0.000593498
172.89,0.000593502
172.9,0.000593506
172.91,0.000593511
172.92,0.000593515
172.93,0.000593519
172.94,0.000593523
172.95,0.000593528
172.96,0.000593532
172.97,0.000593536
172.98,0.000593541
172.99,0.000593545
173,0.000593549
173.01,0.000593554
173.02,0.000593558
173.03,0.000593562
173.04,0.000593566
173.05,0.000593571
173.06,0.000593575
173.07,0.000593579
173.08,0.000593584
173.09,0.000593588
173.1,0.000593593
173.11,0.000593597
173.12,0.000593601
173.13,0.000593606
173.14,0.00059361
173.15,0.000593614
173.16,0.000593619
173.17,0.000593623
173.18,0.000593627
173.19,0.000593632
173.2,0.000593636
173.21,0.000593641
173.22,0.000593645
173.23,0.000593649
173.24,0.000593654
173.25,0.000593658
173.26,0.000593663
173.27,0.000593667
173.28,0.000593671
173.29,0.000593676
173.3,0.00059368
173.31,0.000593685
173.32,0.000593689
173.33,0.000593694
173.34,0.000593698
173.35,0.000593703
173.36,0.000593707
173.37,0.000593711
173.38,0.000593716
173.39,0.00059372
173.4,0.000593725
173.41,0.000593729
173.42,0.000593734
173.43,0.000593738
173.44,0.000593743
173.45,0.000593747
173.46,0.000593752
173.47,0.000593756
173.48,0.000593761
173.49,0.000593765
173.5,0.00059377
173.51,0.000593774
173.52,0.000593779
173.53,0.000593783
173.54,0.000593788
173.55,0.000593792
173.56,0.000593796
173.57,0.000593801
173.58,0.000593805
173.59,0.00059381
173.6,0.000593814
173.61,0.000593819
173.62,0.000593823
173.63,0.000593828
173.64,0.000593832
173.65,0.000593837
173.66,0.000593841
173.67,0.000593846
173.68,0.00059385
173.69,0.000593855
173.7,0.00059386
173.71,0.000593864
173.72,0.000593869
173.73,0.000593873
173.74,0.000593878
173.75,0.000593882
173.76,0.000593887
173.77,0.000593891
173.78,0.000593896
173.79,0.000593901
173.8,0.000593905
173.81,0.00059391
173.82,0.000593914
173.83,0.000593919
173.84,0.000593924
173.85,0.000593928
173.86,0.000593933
173.87,0.000593937
173.88,0.000593942
173.89,0.000593947
173.9,0.000593951
173.91,0.000593956
173.92,0.00059396
173.93,0.000593965
173.94,0.00059397
173.95,0.000593974
173.96,0.000593979
173.97,0.000593984
173.98,0.000593988
173.99,0.000593993
174,0.000593998
174.01,0.000594002
174.02,0.000594007
174.03,0.000594011
174.04,0.000594016
174.05,0.000594021
174.06,0.000594025
174.07,0.00059403
174.08,0.000594035
174.09,0.000594039
174.1,0.000594044
174.11,0.000594049
174.12,0.000594054
174.13,0.000594058
174.14,0.000594063
174.15,0.000594068
174.16,0.000594072
174.17,0.000594077
174.18,0.000594082
174.19,0.000594087
174.2,0.000594091
174.21,0.000594096
174.22,0.000594101
174.23,0.000594106
174.24,0.00059411
174.25,0.000594115
174.26,0.00059412
174.27,0.000594125
174.28,0.000594129
174.29,0.000594134
174.3,0.000594139
174.31,0.000594144
174.32,0.000594149
174.33,0.000594153
174.34,0.000594158
174.35,0.000594163
174.36,0.000594168
174.37,0.000594173
174.38,0.000594177
174.39,0.000594182
174.4,0.000594187
174.41,0.000594192
174.42,0.000594197
174.43,0.000594202
174.44,0.000594206
174.45,0.000594211
174.46,0.000594216
174.47,0.000594221
174.48,0.000594226
174.49,0.000594231
174.5,0.000594236
174.51,0.00059424
174.52,0.000594245
174.53,0.00059425
174.54,0.000594255
174.55,0.00059426
174.56,0.000594265
174.57,0.000594269
174.58,0.000594274
174.59,0.000594279
174.6,0.000594284
174.61,0.000594289
174.62,0.000594294
174.63,0.000594299
174.64,0.000594304
174.65,0.000594308
174.66,0.000594313
174.67,0.000594318
174.68,0.000594323
174.69,0.000594328
174.7,0.000594333
174.71,0.000594338
174.72,0.000594343
174.73,0.000594348
174.74,0.000594353
174.75,0.000594358
174.76,0.000594363
174.77,0.000594367
174.78,0.000594372
174.79,0.000594377
174.8,0.000594382
174.81,0.000594387
174.82,0.000594392
174.83,0.000594397
174.84,0.000594402
174.85,0.000594407
174.86,0.000594412
174.87,0.000594417
174.88,0.000594422
174.89,0.000594427
174.9,0.000594432
174.91,0.000594437
174.92,0.000594442
174.93,0.000594447
174.94,0.000594452
174.95,0.000594457
174.96,0.000594462
174.97,0.000594467
174.98,0.000594472
174.99,0.000594477
175,0.000594482
175.01,0.000594487
175.02,0.000594492
175.03,0.000594497
175.04,0.000594502
175.05,0.000594507
175.06,0.000594513
175.07,0.000594518
175.08,0.000594523
175.09,0.000594528
175.1,0.000594533
175.11,0.000594538
175.12,0.000594543
175.13,0.000594548
175.14,0.000594553
175.15,0.000594558
175.16,0.000594564
175.17,0.000594569
175.18,0.000594574
175.19,0.000594579
175.2,0.000594584
175.21,0.000594589
175.22,0.000594594
175.23,0.0005946
175.24,0.000594605
175.25,0.00059461
175.26,0.000594615
175.27,0.00059462
175.28,0.000594625
175.29,0.000594631
175.3,0.000594636
175.31,0.000594641
175.32,0.000594646
175.33,0.000594652
175.34,0.000594657
175.35,0.000594662
175.36,0.000594667
175.37,0.000594672
175.38,0.000594678
175.39,0.000594683
175.4,0.000594688
175.41,0.000594693
175.42,0.000594699
175.43,0.000594704
175.44,0.000594709
175.45,0.000594715
175.46,0.00059472
175.47,0.000594725
175.48,0.000594731
175.49,0.000594736
175.5,0.000594741
175.51,0.000594746
175.52,0.000594752
175.53,0.000594757
175.54,0.000594762
175.55,0.000594768
175.56,0.000594773
175.57,0.000594778
175.58,0.000594784
175.59,0.000594789
175.6,0.000594794
175.61,0.0005948
175.62,0.000594805
175.63,0.00059481
175.64,0.000594816
175.65,0.000594821
175.66,0.000594827
175.67,0.000594832
175.68,0.000594837
175.69,0.000594843
175.7,0.000594848
175.71,0.000594853
175.72,0.000594859
175.73,0.000594864
175.74,0.00059487
175.75,0.000594875
175.76,0.00059488
175.77,0.000594886
175.78,0.000594891
175.79,0.000594897
175.8,0.000594902
175.81,0.000594908
175.82,0.000594913
175.83,0.000594918
175.84,0.000594924
175.85,0.000594929
175.86,0.000594935
175.87,0.00059494
175.88,0.000594946
175.89,0.000594951
175.9,0.000594957
175.91,0.000594962
175.92,0.000594968
175.93,0.000594973
175.94,0.000594979
175.95,0.000594984
175.96,0.00059499
175.97,0.000594995
175.98,0.000595001
175.99,0.000595006
176,0.000595012
176.01,0.000595018
176.02,0.000595023
176.03,0.000595029
176.04,0.000595034
176.05,0.00059504
176.06,0.000595045
176.07,0.000595051
176.08,0.000595056
176.09,0.000595062
176.1,0.000595068
176.11,0.000595073
176.12,0.000595079
176.13,0.000595084
176.14,0.00059509
176.15,0.000595096
176.16,0.000595101
176.17,0.000595107
176.18,0.000595113
176.19,0.000595118
176.2,0.000595124
176.21,0.00059513
176.22,0.000595135
176.23,0.000595141
176.24,0.000595147
176.25,0.000595152
176.26,0.000595158
176.27,0.000595164
176.28,0.000595169
176.29,0.000595175
176.3,0.000595181
176.31,0.000595186
176.32,0.000595192
176.33,0.000595198
176.34,0.000595204
176.35,0.000595209
176.36,0.000595215
176.37,0.000595221
176.38,0.000595227
176.39,0.000595232
176.4,0.000595238
176.41,0.000595244
176.42,0.00059525
176.43,0.000595255
176.44,0.000595261
176.45,0.000595267
176.46,0.000595273
176.47,0.000595279
176.48,0.000595284
176.49,0.00059529
176.5,0.000595296
176.51,0.000595302
176.52,0.000595308
176.53,0.000595314
